SMA12_1;SMA12_2;PARAM12_1;PARAM12_2;PARAM12_3;PARAM12_4;SMA4_1;SMA4_2;SMA4_3;SMA4_4;Profit;Loss deals;Profit deals;Maximum loss in profit deals
6.0;18.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;73.31597292394443;500.0;830.0;-9.494885361552024
6.0;18.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;26.95823387375802;588.0;1051.0;-9.494885361552024
6.0;18.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;12.529681607442889;651.0;1043.0;-8.086601908529232
6.0;18.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;-17.84951661798587;557.0;884.0;-8.39601300273108
6.0;18.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;48.0078114373446;500.0;795.0;-8.39601300273108
6.0;18.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;81.75348555956272;491.0;820.0;-9.494885361552024
6.0;21.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;73.51084657157466;548.0;970.0;-8.196547838276121
6.0;21.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;93.98449522342875;505.0;893.0;-8.39601300273108
6.0;21.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;96.2117421408019;503.0;969.0;-8.39601300273108
6.0;21.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;157.19820632560888;457.0;921.0;-8.39601300273108
6.0;21.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;40.893860943640135;564.0;1025.0;-8.086601908529232
6.0;21.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;70.8993105105096;518.0;906.0;-8.39601300273108
6.0;21.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;97.83563951047577;507.0;922.0;-9.219981357512069
6.0;21.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;96.76349778768342;531.0;959.0;-8.39601300273108
6.0;21.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;21.415526980651258;651.0;1076.0;-8.196547838276121
6.0;21.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;32.521687413803846;535.0;927.0;-8.39601300273108
6.0;21.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;63.49207323691451;496.0;835.0;-8.39601300273108
6.0;21.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;84.79350557873744;578.0;1030.0;-8.39601300273108
6.0;21.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;25.27529716999004;679.0;1095.0;-8.086601908529232
6.0;21.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;-39.8416309464327;623.0;940.0;-8.39601300273108
6.0;21.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;56.2417946466574;526.0;877.0;-8.39601300273108
6.0;21.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;56.192776626933565;461.0;749.0;-9.494885361552024
6.0;24.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;72.1986436364878;575.0;993.0;-8.196547838276121
6.0;24.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;112.2608740977077;492.0;933.0;-8.196547838276121
6.0;24.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;101.56226375962271;550.0;1056.0;-8.39601300273108
6.0;24.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;105.67947655811376;449.0;942.0;-8.39601300273108
6.0;24.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;78.43965063963756;619.0;1110.0;-8.196547838276121
6.0;24.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;65.85284850750601;547.0;967.0;-8.196547838276121
6.0;24.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;109.1282826880624;515.0;967.0;-9.219981357512069
6.0;24.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;77.64665481774831;534.0;982.0;-8.39601300273108
6.0;24.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;26.527455890577393;656.0;1102.0;-8.086601908529232
6.0;24.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;35.09673043301399;577.0;962.0;-8.196547838276121
6.0;24.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;69.80085077818059;505.0;908.0;-8.39601300273108
6.0;24.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;83.02560023797156;568.0;1003.0;-8.39601300273108
6.0;24.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;11.557202189176415;661.0;1138.0;-8.196547838276121
6.0;24.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;11.575769212519312;643.0;1051.0;-8.086601908529232
6.0;24.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;20.271449526838673;542.0;898.0;-8.39601300273108
6.0;24.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;54.13804512592523;448.0;747.0;-8.39601300273108
6.0;27.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;90.02521991539487;593.0;1095.0;-8.196547838276121
6.0;27.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;63.3886691841829;545.0;960.0;-8.086601908529232
6.0;27.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;103.4824436966489;515.0;1011.0;-8.39601300273108
6.0;27.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;97.69865927160699;445.0;946.0;-8.39601300273108
6.0;27.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;67.17152091875224;625.0;1124.0;-8.196547838276121
6.0;27.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;60.83737949216233;564.0;1026.0;-8.196547838276121
6.0;27.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;101.67869433535219;544.0;967.0;-8.39601300273108
6.0;27.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;82.93162749435986;525.0;1042.0;-8.39601300273108
6.0;27.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;36.8905584424415;652.0;1150.0;-8.196547838276121
6.0;27.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;56.474922925177836;604.0;1027.0;-8.196547838276121
6.0;27.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;92.66511119774366;550.0;936.0;-8.39601300273108
6.0;27.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;96.072142284143;545.0;999.0;-8.39601300273108
6.0;27.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;56.01214020850742;633.0;1195.0;-8.086601908529232
6.0;27.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;68.024655468202;611.0;1127.0;-8.086601908529232
6.0;27.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;63.6330831247609;542.0;1006.0;-8.39601300273108
6.0;27.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;57.06675316564355;466.0;816.0;-8.39601300273108
9.0;12.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;59.74950181833452;527.0;795.0;-15.679145534511141
9.0;12.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;51.211129306912454;602.0;1062.0;-9.494885361552024
9.0;12.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;32.85062864972468;524.0;1028.0;-11.28268877934745
9.0;12.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;44.01676470460446;444.0;817.0;-11.28268877934745
9.0;12.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;105.92520758440938;430.0;728.0;-8.39601300273108
9.0;12.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;59.661515860279295;523.0;810.0;-15.679145534511141
9.0;12.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;23.39545637355927;690.0;1167.0;-9.494885361552024
9.0;12.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;59.72838138550984;538.0;1058.0;-11.28268877934745
9.0;12.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;117.41373248473245;496.0;842.0;-8.683774250440914
9.0;12.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;109.50671686728316;381.0;718.0;-9.219981357512069
9.0;12.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;69.8600317478051;490.0;696.0;-15.679145534511141
9.0;12.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;-30.148525910252694;623.0;1101.0;-11.28268877934745
9.0;12.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;82.38967419058824;563.0;908.0;-8.683774250440914
9.0;12.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;118.08828973975913;461.0;772.0;-8.683774250440914
9.0;12.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;86.94210082576726;365.0;620.0;-8.39601300273108
9.0;12.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;97.41983418684424;443.0;665.0;-15.679145534511141
9.0;15.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;21.49624514101233;515.0;867.0;-9.219981357512069
9.0;15.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;125.60868966019598;500.0;1022.0;-9.494885361552024
9.0;15.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;92.9400334453531;522.0;968.0;-8.683774250440914
9.0;15.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;65.64801966796543;450.0;863.0;-11.28268877934745
9.0;15.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;32.78764580333936;558.0;836.0;-8.39601300273108
9.0;15.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;20.294935287688922;502.0;843.0;-9.219981357512069
9.0;15.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;39.66128767845599;587.0;1016.0;-9.494885361552024
9.0;15.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;39.85543552946688;543.0;1056.0;-11.28268877934745
9.0;15.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;-2.591889213294655;559.0;873.0;-8.57760141093475
9.0;15.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;51.15991323713371;528.0;784.0;-8.39601300273108
9.0;15.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;44.18210003147948;477.0;796.0;-8.683774250440914
9.0;15.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;97.0165270493836;608.0;1105.0;-9.494885361552024
9.0;15.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;65.46270414449558;591.0;953.0;-8.57760141093475
9.0;15.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;17.009135298319848;532.0;853.0;-8.57760141093475
9.0;15.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;72.20608622544756;417.0;713.0;-8.39601300273108
9.0;15.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;44.32349913326721;439.0;721.0;-8.57760141093475
9.0;18.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;35.31257106491398;536.0;821.0;-8.086601908529232
9.0;18.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;90.18864451822513;502.0;1018.0;-9.219981357512069
9.0;18.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;50.12832342712482;467.0;939.0;-15.679145534511141
9.0;18.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;49.86849995020673;426.0;842.0;-11.28268877934745
9.0;18.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;-6.559539995293715;617.0;866.0;-8.086601908529232
9.0;18.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;26.05814431098318;519.0;879.0;-9.219981357512069
9.0;18.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;136.33036963107986;504.0;1047.0;-8.39601300273108
9.0;18.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;34.96356757511237;517.0;987.0;-11.28268877934745
9.0;18.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;-11.722108971547748;615.0;970.0;-8.196547838276121
9.0;18.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;18.42765014264687;561.0;869.0;-8.39601300273108
9.0;18.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;39.03368929786579;482.0;804.0;-9.494885361552024
9.0;18.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;45.2026076861377;574.0;1091.0;-8.57760141093475
9.0;18.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;19.574056047703515;660.0;1071.0;-8.086601908529232
9.0;18.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;5.638978846657576;605.0;926.0;-8.39601300273108
9.0;18.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;66.26428563881785;484.0;824.0;-8.39601300273108
9.0;18.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;-14.26580526464554;472.0;744.0;-15.679145534511141
9.0;21.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;76.02747537933202;492.0;886.0;-8.196547838276121
9.0;21.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;125.97786520295519;469.0;960.0;-8.39601300273108
9.0;21.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;122.33966247836672;443.0;982.0;-8.39601300273108
9.0;21.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;74.50209071032066;443.0;849.0;-11.28268877934745
9.0;21.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;34.49968373561164;554.0;914.0;-8.196547838276121
9.0;21.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;81.9112804378325;474.0;857.0;-8.39601300273108
9.0;21.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;110.06393108306146;464.0;976.0;-8.39601300273108
9.0;21.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;56.83739824196629;486.0;964.0;-15.679145534511141
9.0;21.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;-19.880829417645472;641.0;999.0;-8.196547838276121
9.0;21.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;26.124729773512907;513.0;899.0;-8.39601300273108
9.0;21.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;51.210702662793686;450.0;806.0;-9.219981357512069
9.0;21.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;66.12256598886522;507.0;1007.0;-9.2892285815855
9.0;21.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;22.35655568016127;673.0;1102.0;-8.086601908529232
9.0;21.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;-16.066659804701114;614.0;925.0;-8.39601300273108
9.0;21.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;49.23923692916449;485.0;809.0;-8.39601300273108
9.0;21.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;18.93610110230221;447.0;737.0;-9.494885361552024
9.0;24.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;43.246708647440826;538.0;997.0;-8.196547838276121
9.0;24.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;118.82147225040589;475.0;955.0;-8.426048208568092
9.0;24.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;101.80871185264701;436.0;963.0;-8.39601300273108
9.0;24.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;49.33816768251514;399.0;810.0;-15.679145534511141
9.0;24.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;52.73004449364777;589.0;1029.0;-8.196547838276121
9.0;24.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;60.45246233908466;478.0;917.0;-8.086601908529232
9.0;24.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;75.11374898142606;456.0;958.0;-8.39601300273108
9.0;24.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;-9.832169835610868;461.0;884.0;-15.679145534511141
9.0;24.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;51.9273913170761;630.0;1108.0;-8.086601908529232
9.0;24.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;10.949417219156992;566.0;973.0;-8.196547838276121
9.0;24.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;48.27076868766861;479.0;867.0;-8.39601300273108
9.0;24.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;78.6512773704809;506.0;995.0;-9.2892285815855
9.0;24.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;9.87944651455753;682.0;1138.0;-8.086601908529232
9.0;24.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;27.466608303231325;636.0;1048.0;-8.086601908529232
9.0;24.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;48.592232452647295;488.0;882.0;-8.39601300273108
9.0;24.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;13.338293551227487;433.0;726.0;-8.39601300273108
9.0;27.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;23.33467739966245;573.0;1033.0;-8.086601908529232
9.0;27.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;115.17072301972428;506.0;1004.0;-8.086601908529232
9.0;27.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;96.11477294620957;462.0;934.0;-8.39601300273108
9.0;27.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;22.643042624165524;405.0;827.0;-15.679145534511141
9.0;27.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;50.22554689234288;576.0;1087.0;-8.196547838276121
9.0;27.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;47.451402014946765;499.0;957.0;-8.086601908529232
9.0;27.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;59.44015519349768;468.0;956.0;-9.219981357512069
9.0;27.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;56.64255239507791;448.0;895.0;-11.28268877934745
9.0;27.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;47.66351771178044;650.0;1147.0;-8.196547838276121
9.0;27.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;1.9390133475947104;562.0;990.0;-8.196547838276121
9.0;27.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;68.26827731544289;485.0;883.0;-8.39601300273108
9.0;27.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;28.70015301496505;524.0;988.0;-9.2892285815855
9.0;27.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;54.70329179177817;654.0;1168.0;-8.086601908529232
9.0;27.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;54.21868548512808;591.0;1071.0;-8.086601908529232
9.0;27.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;63.62298099211783;499.0;957.0;-8.39601300273108
9.0;27.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;38.582943059026796;410.0;731.0;-8.39601300273108
12.0;15.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;33.0264187651033;449.0;768.0;-8.57760141093475
12.0;15.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;87.37490937958974;562.0;1066.0;-9.494885361552024
12.0;15.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;9.152656013532619;514.0;888.0;-11.28268877934745
12.0;15.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;-22.043354795903387;399.0;692.0;-15.679145534511141
12.0;15.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;13.851033057101525;492.0;765.0;-8.39601300273108
12.0;15.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;46.126650988822426;433.0;735.0;-8.57760141093475
12.0;15.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;32.13738250322773;637.0;1144.0;-11.28268877934745
12.0;15.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;35.17463962622617;513.0;880.0;-11.28268877934745
12.0;15.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;31.977042177526773;526.0;849.0;-8.57760141093475
12.0;15.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;52.46809367524202;426.0;697.0;-9.219981357512069
12.0;15.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;33.197692942218765;423.0;653.0;-8.57760141093475
12.0;15.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;37.134386880054265;631.0;1130.0;-11.28268877934745
12.0;15.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;78.30124252113376;548.0;910.0;-8.57760141093475
12.0;15.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;52.585141822218716;483.0;809.0;-8.57760141093475
12.0;15.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;56.33505050360671;388.0;626.0;-9.219981357512069
12.0;15.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;57.96238598367428;407.0;665.0;-8.57760141093475
12.0;18.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;-15.261430847567965;447.0;779.0;-9.219981357512069
12.0;18.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;-0.7234262561708935;553.0;1026.0;-15.679145534511141
12.0;18.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;-6.171361209075681;463.0;871.0;-11.28268877934745
12.0;18.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;22.136775959408123;400.0;729.0;-11.28268877934745
12.0;18.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;22.237684002569857;511.0;859.0;-8.39601300273108
12.0;18.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;23.623011979801902;423.0;760.0;-8.39601300273108
12.0;18.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;57.06579434259346;517.0;1033.0;-8.39601300273108
12.0;18.0;0.4;0.8;300.0;;12.0;14.0;3.0;12.0;45.53180394366736;480.0;867.0;-11.28268877934745
12.0;18.0;0.6000000000000001;0.2;300.0;;12.0;14.0;3.0;12.0;3.531065537704328;602.0;939.0;-8.39601300273108
12.0;18.0;0.6000000000000001;0.4;300.0;;12.0;14.0;3.0;12.0;-1.3143578935378915;496.0;800.0;-8.39601300273108
12.0;18.0;0.6000000000000001;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;16.716358737695817;411.0;715.0;-9.494885361552024
12.0;18.0;0.6000000000000001;0.8;300.0;;12.0;14.0;3.0;12.0;44.74598917843504;608.0;1122.0;-11.28268877934745
12.0;18.0;0.8;0.2;300.0;;12.0;14.0;3.0;12.0;21.11160494713789;647.0;1037.0;-8.39601300273108
12.0;18.0;0.8;0.4;300.0;;12.0;14.0;3.0;12.0;-4.548510021370875;589.0;912.0;-8.39601300273108
12.0;18.0;0.8;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;64.36333601567148;465.0;769.0;-8.39601300273108
12.0;18.0;0.8;0.8;300.0;;12.0;14.0;3.0;12.0;-14.499040474051558;386.0;602.0;-15.679145534511141
12.0;21.0;0.2;0.2;300.0;;12.0;14.0;3.0;12.0;92.28206178474517;468.0;925.0;-8.39601300273108
12.0;21.0;0.2;0.4;300.0;;12.0;14.0;3.0;12.0;40.590906921021286;487.0;974.0;-8.39601300273108
12.0;21.0;0.2;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;57.67491035033013;437.0;887.0;-11.28268877934745
12.0;21.0;0.2;0.8;300.0;;12.0;14.0;3.0;12.0;-2.0835598003339935;398.0;742.0;-11.28268877934745
12.0;21.0;0.4;0.2;300.0;;12.0;14.0;3.0;12.0;33.47304078556681;479.0;892.0;-8.196547838276121
12.0;21.0;0.4;0.4;300.0;;12.0;14.0;3.0;12.0;24.56169015637938;470.0;827.0;-9.219981357512069
12.0;21.0;0.4;0.6000000000000001;300.0;;12.0;14.0;3.0;12.0;43.40780378407247;544.0;1040.0;-9.2892285815855
